sale_line_id,sale_date,store_id,product_id,quantity,unit_price,promotion_code,payment_method,source_branch,product_name,category,store_name,city,region,discount_pct,campaign_name,start_date,end_date,gross_sales,discount_amount,net_sales,month,week,day_name,sales_target
L00281,2026-02-28,S02,P009,1,92000,PROMO08,Cash,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.08,Home Office,2026-02-20,2026-03-10,92000,7360.0,84640.0,2026-02,9,Saturday,23000000
L00282,2026-04-25,S02,P012,1,35000,,Transfer,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,35000,0.0,35000.0,2026-04,17,Saturday,25000000
L00283,2026-04-13,S02,P004,1,390000,,Cash,Bogota,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,390000,0.0,390000.0,2026-04,16,Monday,25000000
L00284,2026-02-10,S02,P009,1,92000,,Cash,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,92000,0.0,92000.0,2026-02,7,Tuesday,23000000
L00285,2026-04-12,S02,P012,2,35000,,Transfer,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,70000,0.0,70000.0,2026-04,15,Sunday,25000000
L00286,2026-03-10,S02,P013,1,135000,,Cash,Bogota,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,135000,0.0,135000.0,2026-03,11,Tuesday,24000000
L00287,2026-02-18,S02,P009,2,92000,,Cash,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,184000,0.0,184000.0,2026-02,8,Wednesday,23000000
L00288,2026-02-26,S02,P005,3,220000,,Cash,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,660000,0.0,660000.0,2026-02,9,Thursday,23000000
L00289,2026-03-13,S02,P006,1,165000,,Cash,Bogota,Bluetooth Speaker,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,165000,0.0,165000.0,2026-03,11,Friday,24000000
L00290,2026-04-28,S02,P010,1,115000,,Card,Bogota,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,115000,0.0,115000.0,2026-04,18,Tuesday,25000000
L00291,2026-03-28,S02,P012,1,35000,,Card,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,35000,0.0,35000.0,2026-03,13,Saturday,24000000
L00292,2026-02-07,S02,P012,1,35000,,Cash,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,35000,0.0,35000.0,2026-02,6,Saturday,23000000
L00293,2026-02-27,S02,P008,1,78000,,Card,Bogota,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,78000,0.0,78000.0,2026-02,9,Friday,23000000
L00294,2026-02-13,S02,P003,2,175000,,Transfer,Bogota,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,350000,0.0,350000.0,2026-02,7,Friday,23000000
L00295,2026-03-12,S02,P005,1,220000,,Card,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,220000,0.0,220000.0,2026-03,11,Thursday,24000000
L00296,2026-04-17,S02,P003,1,175000,,Transfer,Bogota,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,175000,0.0,175000.0,2026-04,16,Friday,25000000
L00297,2026-04-16,S02,P012,1,35000,,Transfer,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,35000,0.0,35000.0,2026-04,16,Thursday,25000000
L00298,2026-02-15,S02,P014,3,198000,,Card,Bogota,Electric Shaver,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,594000,0.0,594000.0,2026-02,7,Sunday,23000000
L00299,2026-03-27,S02,P015,2,86000,,Transfer,Bogota,Digital Scale,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,172000,0.0,172000.0,2026-03,13,Friday,24000000
L00300,2026-03-18,S02,P010,1,115000,,Cash,Bogota,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,115000,0.0,115000.0,2026-03,12,Wednesday,24000000
L00301,2026-04-11,S02,P005,1,220000,,Cash,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,220000,0.0,220000.0,2026-04,15,Saturday,25000000
L00302,2026-03-14,S02,P010,2,115000,,Card,Bogota,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,230000,0.0,230000.0,2026-03,11,Saturday,24000000
L00303,2026-04-16,S02,P010,1,115000,,Cash,Bogota,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,115000,0.0,115000.0,2026-04,16,Thursday,25000000
L00304,2026-03-02,S02,P004,2,390000,,Cash,Bogota,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,780000,0.0,780000.0,2026-03,10,Monday,24000000
L00305,2026-02-22,S02,P001,2,145000,,Card,Bogota,Coffee Maker Basic,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,290000,0.0,290000.0,2026-02,8,Sunday,23000000
L00306,2026-04-23,S02,P005,2,220000,,Transfer,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,440000,0.0,440000.0,2026-04,17,Thursday,25000000
L00307,2026-02-19,S02,P005,2,220000,,Card,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,440000,0.0,440000.0,2026-02,8,Thursday,23000000
L00308,2026-03-10,S02,P005,4,220000,,Cash,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,880000,0.0,880000.0,2026-03,11,Tuesday,24000000
L00309,2026-02-13,S02,P003,1,175000,,Card,Bogota,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,175000,0.0,175000.0,2026-02,7,Friday,23000000
L00310,2026-04-29,S02,P013,1,135000,,Cash,Bogota,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,135000,0.0,135000.0,2026-04,18,Wednesday,25000000
L00311,2026-04-05,S02,P013,1,220000,PROMO20,Transfer,Bogota,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.2,Personal Care Month,2026-04-01,2026-04-25,220000,44000.0,176000.0,2026-04,14,Sunday,25000000
L00312,2026-04-15,S02,P005,1,220000,,Transfer,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,220000,0.0,220000.0,2026-04,16,Wednesday,25000000
L00313,2026-04-08,S02,P005,1,220000,,Card,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,220000,0.0,220000.0,2026-04,15,Wednesday,25000000
L00314,2026-04-28,S02,P011,1,138000,,Transfer,Bogota,Keyboard Compact,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,138000,0.0,138000.0,2026-04,18,Tuesday,25000000
L00315,2026-03-07,S02,P014,2,198000,,Transfer,Bogota,Electric Shaver,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,396000,0.0,396000.0,2026-03,10,Saturday,24000000
L00316,2026-02-17,S02,P002,1,285000,,Card,Bogota,Coffee Maker Premium,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,285000,0.0,285000.0,2026-02,8,Tuesday,23000000
L00317,2026-02-26,S02,P002,1,285000,,Transfer,Bogota,Coffee Maker Premium,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,285000,0.0,285000.0,2026-02,9,Thursday,23000000
L00318,2026-04-19,S02,P004,1,390000,,Cash,Bogota,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,390000,0.0,390000.0,2026-04,16,Sunday,25000000
L00319,2026-02-17,S02,P015,1,86000,,Transfer,Bogota,Digital Scale,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,86000,0.0,86000.0,2026-02,8,Tuesday,23000000
L00320,2026-03-04,S02,P008,2,78000,,Cash,Bogota,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,156000,0.0,156000.0,2026-03,10,Wednesday,24000000
L00321,2026-02-10,S02,P010,2,115000,,Card,Bogota,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,230000,0.0,230000.0,2026-02,7,Tuesday,23000000
L00322,2026-02-21,S02,P013,1,135000,,Transfer,Bogota,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,135000,0.0,135000.0,2026-02,8,Saturday,23000000
L00323,2026-02-02,S02,P010,1,115000,,Card,Bogota,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,115000,0.0,115000.0,2026-02,6,Monday,23000000
L00324,2026-03-10,S02,P009,1,92000,,Transfer,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,92000,0.0,92000.0,2026-03,11,Tuesday,24000000
L00325,2026-02-23,S02,P009,2,92000,,Card,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,184000,0.0,184000.0,2026-02,9,Monday,23000000
L00326,2026-03-29,S02,P002,2,285000,,Cash,Bogota,Coffee Maker Premium,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,570000,0.0,570000.0,2026-03,13,Sunday,24000000
L00327,2026-03-20,S02,P013,2,135000,,Transfer,Bogota,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,270000,0.0,270000.0,2026-03,12,Friday,24000000
L00328,2026-03-09,S02,P003,1,175000,,Card,Bogota,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,175000,0.0,175000.0,2026-03,11,Monday,24000000
L00329,2026-02-16,S02,P012,1,35000,,Cash,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,35000,0.0,35000.0,2026-02,8,Monday,23000000
L00330,2026-04-27,S02,P009,1,92000,,Card,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,92000,0.0,92000.0,2026-04,18,Monday,25000000
L00331,2026-03-27,S02,P002,1,285000,,Card,Bogota,Coffee Maker Premium,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,285000,0.0,285000.0,2026-03,13,Friday,24000000
L00332,2026-02-16,S02,P005,1,220000,,Card,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,220000,0.0,220000.0,2026-02,8,Monday,23000000
L00333,2026-03-06,S02,P002,1,285000,,Cash,Bogota,Coffee Maker Premium,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,285000,0.0,285000.0,2026-03,10,Friday,24000000
L00334,2026-02-24,S02,P004,1,390000,,Card,Bogota,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,390000,0.0,390000.0,2026-02,9,Tuesday,23000000
L00335,2026-03-12,S02,P009,1,92000,,Card,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,92000,0.0,92000.0,2026-03,11,Thursday,24000000
L00336,2026-04-11,S02,P013,1,135000,PROMO20,Card,Bogota,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.2,Personal Care Month,2026-04-01,2026-04-25,135000,27000.0,108000.0,2026-04,15,Saturday,25000000
L00337,2026-03-16,S02,P001,1,145000,,Card,Bogota,Coffee Maker Basic,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,145000,0.0,145000.0,2026-03,12,Monday,24000000
L00338,2026-04-17,S02,P003,1,175000,,Transfer,Bogota,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,175000,0.0,175000.0,2026-04,16,Friday,25000000
L00339,2026-03-23,S02,P012,2,35000,,Cash,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,70000,0.0,70000.0,2026-03,13,Monday,24000000
L00340,2026-04-07,S02,P008,2,78000,,Transfer,Bogota,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,156000,0.0,156000.0,2026-04,15,Tuesday,25000000
L00341,2026-02-17,S02,P015,1,86000,,Transfer,Bogota,Digital Scale,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,86000,0.0,86000.0,2026-02,8,Tuesday,23000000
L00342,2026-04-16,S02,P011,2,138000,,Card,Bogota,Keyboard Compact,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,276000,0.0,276000.0,2026-04,16,Thursday,25000000
L00343,2026-02-14,S02,P002,3,285000,,Cash,Bogota,Coffee Maker Premium,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,855000,0.0,855000.0,2026-02,7,Saturday,23000000
L00344,2026-04-25,S02,P009,1,92000,,Card,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,92000,0.0,92000.0,2026-04,17,Saturday,25000000
L00345,2026-02-26,S02,P015,1,86000,,Cash,Bogota,Digital Scale,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,86000,0.0,86000.0,2026-02,9,Thursday,23000000
L00346,2026-02-04,S02,P003,1,175000,,Transfer,Bogota,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,175000,0.0,175000.0,2026-02,6,Wednesday,23000000
L00347,2026-02-13,S02,P002,2,285000,,Card,Bogota,Coffee Maker Premium,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,570000,0.0,570000.0,2026-02,7,Friday,23000000
L00348,2026-04-13,S02,P014,2,198000,,Cash,Bogota,Electric Shaver,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,396000,0.0,396000.0,2026-04,16,Monday,25000000
L00349,2026-02-18,S02,P010,1,115000,,Card,Bogota,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,115000,0.0,115000.0,2026-02,8,Wednesday,23000000
L00350,2026-04-30,S02,P004,1,390000,,Transfer,Bogota,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,390000,0.0,390000.0,2026-04,18,Thursday,25000000
L00351,2026-04-06,S02,P010,3,115000,,Cash,Bogota,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,345000,0.0,345000.0,2026-04,15,Monday,25000000
L00352,2026-03-28,S02,P010,1,115000,,Transfer,Bogota,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,115000,0.0,115000.0,2026-03,13,Saturday,24000000
L00353,2026-02-08,S02,P013,1,135000,,Cash,Bogota,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,135000,0.0,135000.0,2026-02,6,Sunday,23000000
L00354,2026-02-06,S02,P010,2,115000,,Cash,Bogota,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,230000,0.0,230000.0,2026-02,6,Friday,23000000
L00355,2026-03-29,S02,P013,1,135000,,Cash,Bogota,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,135000,0.0,135000.0,2026-03,13,Sunday,24000000
L00356,2026-02-17,S02,P012,1,35000,,Transfer,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,35000,0.0,35000.0,2026-02,8,Tuesday,23000000
L00357,2026-02-23,S02,P009,2,92000,PROMO08,Transfer,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.08,Home Office,2026-02-20,2026-03-10,184000,14720.0,169280.0,2026-02,9,Monday,23000000
L00358,2026-03-11,S02,P014,1,198000,,Cash,Bogota,Electric Shaver,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,198000,0.0,198000.0,2026-03,11,Wednesday,24000000
L00359,2026-04-08,S02,P011,1,138000,,Cash,Bogota,Keyboard Compact,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,138000,0.0,138000.0,2026-04,15,Wednesday,25000000
L00360,2026-03-23,S02,P009,1,92000,,Cash,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,92000,0.0,92000.0,2026-03,13,Monday,24000000
L00361,2026-04-19,S02,P006,3,165000,,Card,Bogota,Bluetooth Speaker,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,495000,0.0,495000.0,2026-04,16,Sunday,25000000
L00362,2026-04-23,S02,P011,1,138000,,Card,Bogota,Keyboard Compact,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,138000,0.0,138000.0,2026-04,17,Thursday,25000000
L00363,2026-02-06,S02,P009,1,92000,,Card,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,92000,0.0,92000.0,2026-02,6,Friday,23000000
L00364,2026-04-03,S02,P008,1,78000,,Transfer,Bogota,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,78000,0.0,78000.0,2026-04,14,Friday,25000000
L00365,2026-02-22,S02,P009,2,92000,,Card,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,184000,0.0,184000.0,2026-02,8,Sunday,23000000
L00366,2026-02-01,S02,P001,1,145000,,Transfer,Bogota,Coffee Maker Basic,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,145000,0.0,145000.0,2026-02,5,Sunday,23000000
L00367,2026-03-07,S02,P015,1,86000,,Cash,Bogota,Digital Scale,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,86000,0.0,86000.0,2026-03,10,Saturday,24000000
L00368,2026-04-27,S02,P012,2,35000,,Card,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,70000,0.0,70000.0,2026-04,18,Monday,25000000
L00369,2026-04-12,S02,P004,2,390000,,Transfer,Bogota,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,780000,0.0,780000.0,2026-04,15,Sunday,25000000
L00370,2026-04-01,S02,P014,1,198000,,Cash,Bogota,Electric Shaver,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,198000,0.0,198000.0,2026-04,14,Wednesday,25000000
L00371,2026-02-15,S02,P010,1,115000,,Transfer,Bogota,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,115000,0.0,115000.0,2026-02,7,Sunday,23000000
L00372,2026-04-01,S02,P008,2,78000,,Card,Bogota,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,156000,0.0,156000.0,2026-04,14,Wednesday,25000000
L00373,2026-03-05,S02,P005,1,220000,,Card,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,220000,0.0,220000.0,2026-03,10,Thursday,24000000
L00374,2026-03-02,S02,P012,1,35000,,Card,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,35000,0.0,35000.0,2026-03,10,Monday,24000000
L00375,2026-02-20,S02,P012,1,35000,,Card,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,35000,0.0,35000.0,2026-02,8,Friday,23000000
L00376,2026-04-14,S02,P012,2,35000,,Cash,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,70000,0.0,70000.0,2026-04,16,Tuesday,25000000
L00377,2026-04-22,S02,P009,1,92000,,Card,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,92000,0.0,92000.0,2026-04,17,Wednesday,25000000
L00378,2026-04-12,S02,P009,1,92000,,Card,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,92000,0.0,92000.0,2026-04,15,Sunday,25000000
L00379,2026-03-31,S02,P009,3,92000,,Cash,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,276000,0.0,276000.0,2026-03,14,Tuesday,24000000
L00380,2026-04-01,S02,P011,1,138000,,Cash,Bogota,Keyboard Compact,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,138000,0.0,138000.0,2026-04,14,Wednesday,25000000
L00381,2026-02-28,S02,P009,1,92000,PROMO08,Card,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.08,Home Office,2026-02-20,2026-03-10,92000,7360.0,84640.0,2026-02,9,Saturday,23000000
L00382,2026-03-05,S02,P007,2,310000,,Card,Bogota,Smartwatch Active,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,620000,0.0,620000.0,2026-03,10,Thursday,24000000
L00383,2026-03-09,S02,P013,2,135000,,Cash,Bogota,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,270000,0.0,270000.0,2026-03,11,Monday,24000000
L00384,2026-03-14,S02,P001,3,145000,,Transfer,Bogota,Coffee Maker Basic,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,435000,0.0,435000.0,2026-03,11,Saturday,24000000
L00385,2026-02-10,S02,P004,1,390000,,Card,Bogota,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,390000,0.0,390000.0,2026-02,7,Tuesday,23000000
L00386,2026-03-27,S02,P008,1,78000,,Cash,Bogota,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,78000,0.0,78000.0,2026-03,13,Friday,24000000
L00387,2026-04-29,S02,P011,1,138000,,Cash,Bogota,Keyboard Compact,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,138000,0.0,138000.0,2026-04,18,Wednesday,25000000
L00388,2026-02-14,S02,P008,1,78000,,Card,Bogota,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,78000,0.0,78000.0,2026-02,7,Saturday,23000000
L00389,2026-02-15,S02,P012,1,35000,,Cash,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,35000,0.0,35000.0,2026-02,7,Sunday,23000000
L00390,2026-03-03,S02,P008,1,78000,,Card,Bogota,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,78000,0.0,78000.0,2026-03,10,Tuesday,24000000
L00391,2026-04-18,S02,P015,2,86000,,Cash,Bogota,Digital Scale,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,172000,0.0,172000.0,2026-04,16,Saturday,25000000
L00392,2026-04-26,S02,P011,1,138000,,Card,Bogota,Keyboard Compact,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,138000,0.0,138000.0,2026-04,17,Sunday,25000000
L00393,2026-04-14,S02,P013,1,135000,PROMO20,Cash,Bogota,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.2,Personal Care Month,2026-04-01,2026-04-25,135000,27000.0,108000.0,2026-04,16,Tuesday,25000000
L00394,2026-03-26,S02,P002,1,285000,,Transfer,Bogota,Coffee Maker Premium,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,285000,0.0,285000.0,2026-03,13,Thursday,24000000
L00395,2026-04-27,S02,P004,2,390000,,Card,Bogota,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,780000,0.0,780000.0,2026-04,18,Monday,25000000
L00396,2026-02-17,S02,P011,1,138000,,Card,Bogota,Keyboard Compact,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,138000,0.0,138000.0,2026-02,8,Tuesday,23000000
L00397,2026-03-13,S02,P008,1,78000,,Card,Bogota,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,78000,0.0,78000.0,2026-03,11,Friday,24000000
L00398,2026-02-03,S02,P008,2,78000,,Card,Bogota,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,156000,0.0,156000.0,2026-02,6,Tuesday,23000000
L00399,2026-04-20,S02,P003,1,175000,,Card,Bogota,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,175000,0.0,175000.0,2026-04,17,Monday,25000000
L00400,2026-02-15,S02,P001,2,145000,PROMO10,Transfer,Bogota,Coffee Maker Basic,Small Appliances,Bogotá Centro,Bogotá,Central,0.1,Coffee Week,2026-02-10,2026-02-28,290000,29000.0,261000.0,2026-02,7,Sunday,23000000
L00401,2026-03-28,S02,P012,1,35000,,Transfer,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,35000,0.0,35000.0,2026-03,13,Saturday,24000000
L00402,2026-03-07,S02,P004,1,390000,PROMO15,Card,Bogota,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.15,Kitchen Days,2026-03-01,2026-03-20,390000,58500.0,331500.0,2026-03,10,Saturday,24000000
L00403,2026-04-08,S02,P008,1,78000,,Cash,Bogota,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,78000,0.0,78000.0,2026-04,15,Wednesday,25000000
L00404,2026-03-18,S02,P005,2,220000,PROMO12,Transfer,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.12,Audio Campaign,2026-03-15,2026-04-05,440000,52800.0,387200.0,2026-03,12,Wednesday,24000000
L00405,2026-04-27,S02,P005,1,220000,,Card,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,220000,0.0,220000.0,2026-04,18,Monday,25000000
L00406,2026-02-25,S02,P003,1,175000,,Transfer,Bogota,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,175000,0.0,175000.0,2026-02,9,Wednesday,23000000
L00407,2026-04-28,S02,P010,1,115000,,Card,Bogota,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,115000,0.0,115000.0,2026-04,18,Tuesday,25000000
L00408,2026-04-20,S02,P005,1,220000,,Transfer,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,220000,0.0,220000.0,2026-04,17,Monday,25000000
L00409,2026-02-26,S02,P007,1,310000,,Card,Bogota,Smartwatch Active,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,310000,0.0,310000.0,2026-02,9,Thursday,23000000
L00410,2026-03-03,S02,P005,2,220000,,Card,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,440000,0.0,440000.0,2026-03,10,Tuesday,24000000
L00411,2026-04-17,S02,P004,2,390000,,Transfer,Bogota,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,780000,0.0,780000.0,2026-04,16,Friday,25000000
L00412,2026-03-27,S02,P009,2,92000,,Card,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,184000,0.0,184000.0,2026-03,13,Friday,24000000
L00413,2026-04-02,S02,P013,2,135000,PROMO20,Transfer,Bogota,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.2,Personal Care Month,2026-04-01,2026-04-25,270000,54000.0,216000.0,2026-04,14,Thursday,25000000
L00414,2026-03-14,S02,P001,1,145000,,Cash,Bogota,Coffee Maker Basic,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,145000,0.0,145000.0,2026-03,11,Saturday,24000000
L00415,2026-03-24,S02,P014,2,198000,,Transfer,Bogota,Electric Shaver,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,396000,0.0,396000.0,2026-03,13,Tuesday,24000000
L00416,2026-03-10,S02,P015,2,86000,,Cash,Bogota,Digital Scale,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,172000,0.0,172000.0,2026-03,11,Tuesday,24000000
